batter_name,age,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,GB,SO,GDP,BU,fly,year
윤성환,23.0,56.0,0.0,0.0,0.0,4.0,7.0,1.0,17.0,41.0,36.0,299.0,60.0,7.0,35.0,3.0,6.0,71.0,0.0,4.0,2004
윤성환,26.0,36.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,6.0,5.0,170.0,24.0,2.0,17.0,0.0,1.0,43.0,0.0,2.0,2007
윤성환,27.0,35.0,0.0,0.0,24.0,10.0,11.0,0.0,2.0,66.0,59.0,580.0,132.0,8.0,45.0,0.0,7.0,102.0,0.0,3.0,2008
윤성환,28.0,30.0,2.0,0.0,28.0,14.0,5.0,0.0,0.0,83.0,80.0,690.0,163.0,19.0,34.0,0.0,10.0,131.0,0.0,3.0,2009
윤성환,29.0,28.0,0.0,0.0,14.0,3.0,6.0,0.0,1.0,55.0,53.0,363.0,104.0,12.0,19.0,0.0,2.0,54.0,0.0,1.0,2010
윤성환,30.0,24.0,0.0,0.0,23.0,14.0,5.0,0.0,0.0,62.0,54.0,584.0,151.0,8.0,30.0,0.0,3.0,83.0,0.0,4.0,2011
윤성환,31.0,19.0,1.0,0.0,19.0,9.0,6.0,0.0,0.0,36.0,36.0,469.0,112.0,6.0,26.0,0.0,4.0,81.0,0.0,5.0,2012
윤성환,32.0,27.0,1.0,1.0,27.0,13.0,8.0,0.0,0.0,69.0,62.0,702.0,167.0,16.0,37.0,0.0,4.0,122.0,0.0,4.0,2013
윤성환,33.0,28.0,1.0,1.0,28.0,12.0,7.0,0.0,0.0,87.0,83.0,728.0,196.0,30.0,4.0,18.0,37.0,0.0,8.0,133.0,2014
윤성환,4.0,34.0,30.0,3.0,1.0,30.0,17.0,8.0,0.0,0.0,86.0,81.0,809.0,199.0,34.0,4.0,27.0,30.0,0.0,10.0,2015
윤성환,164.0,0.0,1.0,35.0,28.0,1.0,0.0,28.0,11.0,10.0,0.0,0.0,95.0,87.0,767.0,202.0,35.0,3.0,25.0,41.0,2016
윤성환,13.0,85.0,1.0,6.0,36.0,28.0,1.0,0.0,28.0,12.0,9.0,0.0,0.0,86.0,83.0,731.0,181.0,39.0,4.0,22.0,2017
윤성환,37.0,0.0,15.0,130.0,0.0,3.0,37.0,24.0,0.0,0.0,24.0,5.0,9.0,0.0,0.0,99.0,91.0,542.0,164.0,30.0,2018
윤성환,28.0,32.0,0.0,9.0,89.0,0.0,2.0,38.0,27.0,1.0,1.0,27.0,8.0,13.0,0.0,0.0,87.0,77.0,643.0,168.0,2019
안지만,20.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,19.0,19.0,102.0,31.0,6.0,6.0,0.0,3.0,11.0,0.0,3.0,2003
안지만,21.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,19.0,106.0,30.0,7.0,9.0,1.0,3.0,13.0,0.0,0.0,2004
안지만,22.0,63.0,0.0,0.0,0.0,8.0,3.0,0.0,14.0,35.0,32.0,344.0,65.0,8.0,36.0,1.0,7.0,72.0,0.0,0.0,2005
안지만,23.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,10.0,6.0,35.0,10.0,1.0,5.0,0.0,1.0,4.0,0.0,2006
안지만,24.0,53.0,0.0,0.0,11.0,5.0,3.0,0.0,7.0,43.0,41.0,453.0,100.0,7.0,43.0,1.0,1.0,83.0,0.0,10.0,2007
안지만,25.0,51.0,0.0,0.0,1.0,5.0,1.0,0.0,9.0,25.0,23.0,296.0,67.0,5.0,28.0,1.0,2.0,64.0,0.0,1.0,2008
안지만,26.0,17.0,0.0,0.0,9.0,2.0,4.0,0.0,1.0,31.0,29.0,216.0,54.0,5.0,18.0,0.0,1.0,32.0,0.0,2.0,2009
안지만,27.0,67.0,0.0,0.0,0.0,9.0,3.0,9.0,8.0,32.0,28.0,363.0,74.0,6.0,25.0,0.0,7.0,95.0,0.0,4.0,2010
안지만,28.0,47.0,0.0,0.0,5.0,11.0,5.0,0.0,17.0,30.0,27.0,352.0,74.0,3.0,20.0,0.0,4.0,77.0,0.0,2.0,2011
안지만,29.0,56.0,0.0,0.0,0.0,1.0,2.0,0.0,28.0,12.0,12.0,246.0,42.0,1.0,20.0,2.0,0.0,58.0,0.0,1.0,2012
안지만,30.0,54.0,0.0,0.0,0.0,6.0,2.0,0.0,22.0,23.0,22.0,254.0,46.0,3.0,23.0,0.0,3.0,60.0,0.0,5.0,2013
안지만,31.0,55.0,0.0,0.0,0.0,6.0,3.0,1.0,27.0,27.0,26.0,263.0,51.0,9.0,0.0,5.0,30.0,2.0,4.0,67.0,2014
안지만,4.0,32.0,66.0,0.0,0.0,0.0,4.0,3.0,0.0,37.0,29.0,29.0,323.0,76.0,18.0,2.0,8.0,26.0,2.0,2.0,2015
안지만,96.0,0.0,2.0,33.0,31.0,0.0,0.0,0.0,2.0,5.0,5.0,5.0,26.0,24.0,173.0,44.0,9.0,1.0,9.0,15.0,2016
김창혁,27.0,6.0,10.0,10.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2018
김창혁,28.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2019
최재훈,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008
최재훈,23.0,69.0,104.0,91.0,9.0,19.0,4.0,0.0,1.0,26.0,8.0,0.0,0.0,4.0,4.0,0.0,17.0,1.0,4.0,1.0,2012
최재훈,24.0,60.0,108.0,89.0,12.0,24.0,5.0,0.0,2.0,35.0,8.0,0.0,0.0,6.0,8.0,0.0,19.0,3.0,4.0,1.0,2013
최재훈,25.0,48.0,125.0,112.0,9.0,27.0,3.0,1.0,1.0,35.0,10.0,0.0,2.0,5.0,3.0,0.0,22.0,3.0,3.0,2.0,2014
최재훈,26.0,71.0,114.0,99.0,6.0,15.0,3.0,0.0,0.0,18.0,7.0,0.0,0.0,3.0,8.0,0.0,19.0,6.0,3.0,1.0,2015
최재훈,27.0,22.0,22.0,18.0,1.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,2016
최재훈,28.0,104.0,309.0,269.0,22.0,69.0,10.0,0.0,1.0,82.0,16.0,0.0,2.0,26.0,8.0,0.0,36.0,10.0,6.0,0.0,2017
최재훈,29.0,128.0,341.0,298.0,36.0,78.0,17.0,0.0,1.0,98.0,27.0,8.0,0.0,20.0,15.0,0.0,61.0,8.0,6.0,2.0,2018
최재훈,30.0,135.0,451.0,373.0,47.0,108.0,18.0,0.0,3.0,135.0,31.0,3.0,10.0,56.0,14.0,0.0,61.0,9.0,4.0,4.0,2019
지성준,21.0,9.0,12.0,12.0,1.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2015
지성준,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
지성준,24.0,99.0,224.0,207.0,22.0,57.0,7.0,0.0,7.0,85.0,29.0,1.0,0.0,12.0,2.0,0.0,55.0,6.0,2.0,1.0,2018
지성준,25.0,58.0,109.0,104.0,7.0,26.0,6.0,0.0,2.0,38.0,11.0,0.0,0.0,5.0,0.0,0.0,21.0,3.0,0.0,0.0,2019
하주석,18.0,70.0,141.0,127.0,10.0,22.0,1.0,0.0,1.0,26.0,4.0,7.0,2.0,9.0,0.0,0.0,50.0,2.0,5.0,0.0,2012
하주석,19.0,5.0,11.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2013
하주석,21.0,4.0,11.0,10.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2015
하주석,22.0,115.0,441.0,405.0,58.0,113.0,21.0,1.0,10.0,166.0,57.0,5.0,7.0,18.0,9.0,1.0,115.0,3.0,8.0,1.0,2016
하주석,23.0,111.0,470.0,432.0,69.0,123.0,18.0,8.0,11.0,190.0,52.0,7.0,6.0,23.0,5.0,0.0,83.0,6.0,9.0,1.0,2017
하주석,24.0,141.0,517.0,484.0,67.0,123.0,20.0,3.0,9.0,176.0,52.0,14.0,12.0,28.0,4.0,0.0,130.0,7.0,1.0,0.0,2018
하주석,25.0,5.0,20.0,19.0,3.0,5.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,2019
김민기,20.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,5.0,5.0,35.0,8.0,0.0,4.0,0.0,0.0,4.0,0.0,1997
김민기,21.0,20.0,0.0,0.0,9.0,1.0,4.0,0.0,0.0,48.0,48.0,263.0,72.0,9.0,31.0,2.0,1.0,39.0,0.0,6.0,1998
김민기,22.0,12.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,19.0,19.0,163.0,37.0,7.0,12.0,0.0,3.0,37.0,0.0,2.0,1999
김민기,23.0,29.0,0.0,0.0,7.0,5.0,5.0,2.0,1.0,40.0,34.0,314.0,76.0,7.0,29.0,1.0,3.0,50.0,0.0,1.0,2000
김민기,24.0,45.0,0.0,0.0,8.0,2.0,5.0,4.0,4.0,68.0,62.0,483.0,109.0,10.0,63.0,6.0,1.0,77.0,0.0,3.0,2001
김민기,25.0,21.0,0.0,0.0,19.0,7.0,5.0,0.0,0.0,39.0,35.0,412.0,101.0,12.0,23.0,0.0,3.0,66.0,0.0,0.0,2002
김민기,28.0,28.0,0.0,0.0,9.0,4.0,7.0,0.0,4.0,54.0,49.0,263.0,88.0,11.0,10.0,3.0,4.0,37.0,0.0,0.0,2005
김민기,29.0,55.0,0.0,0.0,0.0,2.0,4.0,6.0,6.0,26.0,25.0,272.0,65.0,4.0,25.0,3.0,5.0,43.0,0.0,1.0,2006
김민기,30.0,69.0,0.0,0.0,0.0,7.0,5.0,1.0,17.0,44.0,42.0,379.0,103.0,3.0,24.0,1.0,5.0,43.0,0.0,3.0,2007
김민기,31.0,21.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,25.0,25.0,150.0,44.0,2.0,17.0,0.0,1.0,19.0,1.0,1.0,2008
김민기,32.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,20.0,7.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2009
오선진,19.0,46.0,31.0,30.0,3.0,4.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,2008
오선진,20.0,79.0,191.0,175.0,20.0,46.0,9.0,1.0,2.0,63.0,14.0,3.0,2.0,8.0,1.0,0.0,43.0,7.0,7.0,0.0,2009
오선진,21.0,108.0,240.0,221.0,24.0,44.0,5.0,0.0,0.0,49.0,14.0,7.0,2.0,12.0,2.0,0.0,57.0,7.0,5.0,0.0,2010
오선진,22.0,68.0,120.0,107.0,15.0,22.0,3.0,0.0,0.0,25.0,7.0,3.0,3.0,5.0,4.0,0.0,21.0,3.0,3.0,1.0,2011
오선진,23.0,110.0,446.0,399.0,33.0,105.0,18.0,3.0,3.0,138.0,41.0,14.0,9.0,25.0,7.0,0.0,65.0,7.0,13.0,2.0,2012
오선진,24.0,92.0,296.0,256.0,31.0,59.0,8.0,2.0,2.0,77.0,26.0,5.0,2.0,23.0,10.0,0.0,49.0,12.0,4.0,3.0,2013
오선진,27.0,57.0,53.0,43.0,6.0,7.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,5.0,2.0,0.0,8.0,0.0,3.0,0.0,2016
오선진,28.0,65.0,209.0,184.0,23.0,57.0,11.0,0.0,2.0,74.0,21.0,3.0,5.0,15.0,4.0,0.0,22.0,5.0,4.0,2.0,2017
오선진,29.0,56.0,148.0,133.0,14.0,30.0,4.0,0.0,1.0,37.0,9.0,3.0,0.0,7.0,5.0,0.0,33.0,2.0,3.0,0.0,2018
오선진,30.0,122.0,453.0,392.0,37.0,88.0,16.0,0.0,3.0,113.0,36.0,7.0,2.0,38.0,10.0,0.0,72.0,8.0,10.0,3.0,2019
송광민,23.0,18.0,20.0,20.0,4.0,7.0,0.0,0.0,2.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2006
송광민,24.0,30.0,42.0,39.0,4.0,8.0,1.0,0.0,0.0,9.0,2.0,0.0,1.0,1.0,0.0,0.0,14.0,1.0,1.0,1.0,2007
송광민,25.0,75.0,154.0,140.0,19.0,38.0,7.0,0.0,7.0,66.0,23.0,0.0,0.0,10.0,3.0,0.0,44.0,5.0,1.0,0.0,2008
송광민,26.0,116.0,440.0,417.0,50.0,109.0,15.0,1.0,14.0,168.0,43.0,5.0,0.0,12.0,5.0,1.0,109.0,13.0,5.0,1.0,2009
송광민,27.0,77.0,291.0,263.0,30.0,68.0,11.0,0.0,6.0,97.0,34.0,4.0,4.0,21.0,2.0,1.0,68.0,5.0,3.0,2.0,2010
송광민,30.0,67.0,268.0,245.0,33.0,64.0,13.0,0.0,7.0,98.0,33.0,1.0,1.0,18.0,4.0,0.0,62.0,8.0,1.0,0.0,2013
송광민,31.0,103.0,421.0,389.0,52.0,123.0,22.0,2.0,11.0,182.0,58.0,3.0,2.0,26.0,0.0,2.0,73.0,15.0,4.0,2.0,2014
송광민,32.0,12.0,41.0,37.0,2.0,9.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,2.0,1.0,0.0,11.0,1.0,1.0,0.0,2015
송광민,33.0,116.0,494.0,449.0,80.0,146.0,27.0,2.0,17.0,228.0,83.0,3.0,0.0,28.0,4.0,0.0,86.0,16.0,7.0,6.0,2016
송광민,34.0,117.0,473.0,437.0,71.0,143.0,26.0,0.0,13.0,208.0,75.0,2.0,3.0,21.0,3.0,1.0,88.0,11.0,4.0,8.0,2017
송광민,35.0,113.0,460.0,434.0,63.0,129.0,24.0,0.0,18.0,207.0,79.0,4.0,4.0,18.0,4.0,0.0,93.0,13.0,0.0,4.0,2018
송광민,36.0,122.0,486.0,454.0,50.0,119.0,21.0,0.0,7.0,161.0,51.0,8.0,2.0,21.0,3.0,0.0,91.0,18.0,3.0,5.0,2019
김태연,20.0,12.0,22.0,21.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,2017
김태연,21.0,24.0,30.0,26.0,7.0,5.0,1.0,0.0,0.0,6.0,2.0,0.0,1.0,3.0,0.0,0.0,8.0,0.0,1.0,0.0,2018
김태연,22.0,9.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2019
강경학,19.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011
강경학,22.0,41.0,103.0,86.0,11.0,19.0,2.0,3.0,1.0,30.0,7.0,0.0,0.0,13.0,2.0,0.0,28.0,1.0,2.0,0.0,2014
강경학,23.0,120.0,376.0,311.0,50.0,80.0,7.0,4.0,2.0,101.0,27.0,4.0,3.0,40.0,5.0,1.0,58.0,3.0,18.0,3.0,2015
강경학,24.0,46.0,116.0,101.0,16.0,16.0,3.0,2.0,1.0,26.0,7.0,0.0,0.0,8.0,2.0,0.0,30.0,5.0,4.0,1.0,2016
강경학,25.0,59.0,93.0,84.0,17.0,18.0,2.0,1.0,0.0,22.0,4.0,1.0,1.0,8.0,1.0,0.0,19.0,1.0,0.0,0.0,2017
강경학,26.0,77.0,289.0,245.0,42.0,68.0,11.0,1.0,5.0,96.0,27.0,6.0,3.0,38.0,4.0,0.0,59.0,7.0,1.0,1.0,2018
강경학,27.0,52.0,135.0,113.0,21.0,27.0,4.0,0.0,0.0,31.0,12.0,1.0,2.0,15.0,3.0,0.0,32.0,3.0,3.0,1.0,2019
김회성,24.0,20.0,32.0,28.0,3.0,4.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,3.0,0.0,12.0,2.0,0.0,0.0,2009
김회성,25.0,11.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,2010
김회성,26.0,37.0,59.0,49.0,5.0,7.0,3.0,0.0,2.0,16.0,6.0,0.0,0.0,5.0,3.0,0.0,19.0,2.0,1.0,1.0,2011
김회성,29.0,59.0,162.0,140.0,21.0,33.0,8.0,1.0,6.0,61.0,18.0,0.0,0.0,14.0,4.0,0.0,45.0,4.0,3.0,1.0,2014
김회성,30.0,83.0,268.0,225.0,36.0,47.0,10.0,2.0,16.0,109.0,35.0,2.0,4.0,28.0,10.0,0.0,58.0,4.0,3.0,2.0,2015
김회성,31.0,28.0,58.0,45.0,12.0,9.0,0.0,0.0,1.0,12.0,8.0,0.0,0.0,9.0,2.0,0.0,17.0,1.0,0.0,2.0,2016
김회성,32.0,54.0,103.0,85.0,10.0,20.0,4.0,0.0,3.0,33.0,13.0,0.0,0.0,13.0,2.0,0.0,24.0,3.0,1.0,2.0,2017
김회성,33.0,58.0,102.0,85.0,15.0,22.0,5.0,0.0,4.0,39.0,17.0,1.0,0.0,11.0,3.0,0.0,26.0,3.0,3.0,0.0,2018
김회성,34.0,58.0,117.0,104.0,7.0,24.0,4.0,0.0,3.0,37.0,18.0,2.0,1.0,11.0,0.0,0.0,24.0,1.0,1.0,1.0,2019
변우혁,19.0,29.0,61.0,53.0,7.0,12.0,1.0,0.0,1.0,16.0,2.0,0.0,0.0,7.0,1.0,0.0,17.0,3.0,0.0,0.0,2019
노시환,19.0,91.0,192.0,177.0,19.0,33.0,8.0,1.0,1.0,46.0,13.0,2.0,2.0,11.0,2.0,0.0,72.0,3.0,1.0,1.0,2019
김인환,24.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2018
김인환,25.0,18.0,46.0,42.0,1.0,9.0,1.0,0.0,0.0,10.0,2.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,2.0,2019
정은원,18.0,98.0,227.0,201.0,33.0,50.0,5.0,3.0,4.0,73.0,20.0,5.0,1.0,22.0,1.0,0.0,50.0,0.0,2.0,1.0,2018
정은원,19.0,142.0,624.0,564.0,83.0,148.0,27.0,6.0,8.0,211.0,57.0,14.0,7.0,48.0,0.0,0.0,101.0,6.0,6.0,6.0,2019
이성열,20.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2004
이성열,21.0,102.0,230.0,187.0,34.0,44.0,7.0,3.0,9.0,84.0,30.0,3.0,1.0,21.0,21.0,3.0,78.0,0.0,0.0,1.0,2005
이성열,22.0,56.0,143.0,120.0,13.0,26.0,8.0,0.0,2.0,40.0,13.0,2.0,1.0,11.0,8.0,0.0,46.0,2.0,1.0,3.0,2006
이성열,23.0,75.0,158.0,141.0,20.0,35.0,6.0,2.0,1.0,48.0,14.0,7.0,1.0,9.0,5.0,1.0,51.0,2.0,2.0,1.0,2007
이성열,24.0,84.0,254.0,216.0,23.0,47.0,7.0,2.0,1.0,61.0,29.0,8.0,4.0,26.0,10.0,2.0,72.0,5.0,1.0,1.0,2008
이성열,25.0,31.0,79.0,69.0,7.0,17.0,3.0,0.0,2.0,26.0,5.0,2.0,0.0,7.0,3.0,0.0,28.0,0.0,0.0,0.0,2009
이성열,26.0,129.0,484.0,419.0,77.0,110.0,27.0,1.0,24.0,211.0,86.0,6.0,3.0,40.0,13.0,0.0,136.0,6.0,9.0,3.0,2010
이성열,27.0,83.0,246.0,221.0,23.0,56.0,7.0,1.0,7.0,86.0,28.0,4.0,6.0,16.0,9.0,0.0,76.0,2.0,0.0,0.0,2011
이성열,28.0,104.0,298.0,265.0,24.0,58.0,12.0,0.0,7.0,91.0,35.0,5.0,6.0,25.0,6.0,0.0,85.0,6.0,1.0,1.0,2012
이성열,29.0,92.0,329.0,284.0,42.0,67.0,12.0,0.0,18.0,133.0,48.0,1.0,2.0,23.0,17.0,1.0,115.0,2.0,3.0,2.0,2013
이성열,30.0,96.0,291.0,256.0,46.0,66.0,10.0,0.0,14.0,118.0,39.0,2.0,3.0,24.0,9.0,1.0,80.0,0.0,1.0,1.0,2014
이성열,31.0,101.0,268.0,232.0,35.0,58.0,10.0,2.0,9.0,99.0,36.0,1.0,1.0,20.0,9.0,1.0,87.0,5.0,5.0,2.0,2015
이성열,32.0,86.0,219.0,198.0,29.0,57.0,7.0,3.0,10.0,100.0,29.0,0.0,0.0,11.0,8.0,0.0,62.0,3.0,2.0,0.0,2016
이성열,33.0,81.0,318.0,280.0,41.0,86.0,16.0,1.0,21.0,167.0,65.0,3.0,0.0,19.0,9.0,0.0,80.0,0.0,4.0,5.0,2017
이성열,34.0,131.0,528.0,485.0,76.0,143.0,21.0,1.0,34.0,268.0,102.0,9.0,7.0,35.0,5.0,3.0,143.0,9.0,1.0,2.0,2018
이성열,35.0,129.0,476.0,414.0,60.0,106.0,21.0,1.0,21.0,192.0,85.0,8.0,4.0,48.0,9.0,1.0,114.0,7.0,1.0,4.0,2019
박한결,25.0,9.0,11.0,11.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2019
주현상,23.0,103.0,246.0,214.0,18.0,45.0,7.0,0.0,0.0,52.0,12.0,2.0,0.0,21.0,3.0,0.0,46.0,5.0,6.0,2.0,2015
주현상,24.0,15.0,8.0,8.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2016
김현민,23.0,42.0,111.0,102.0,10.0,25.0,7.0,0.0,2.0,38.0,19.0,0.0,1.0,4.0,3.0,0.0,22.0,0.0,1.0,1.0,1996
김현민,24.0,47.0,74.0,69.0,6.0,16.0,3.0,1.0,1.0,24.0,7.0,1.0,0.0,3.0,1.0,0.0,18.0,0.0,0.0,1.0,1997
김현민,25.0,53.0,99.0,90.0,12.0,22.0,5.0,0.0,3.0,36.0,8.0,1.0,0.0,4.0,0.0,0.0,20.0,4.0,3.0,2.0,1998
김현민,26.0,42.0,59.0,55.0,5.0,12.0,3.0,0.0,0.0,15.0,4.0,0.0,1.0,2.0,0.0,0.0,12.0,0.0,0.0,2.0,1999
김현민,28.0,10.0,11.0,9.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2001
김현민,29.0,16.0,18.0,18.0,1.0,3.0,1.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,2002
장운호,19.0,11.0,21.0,20.0,1.0,6.0,3.0,0.0,0.0,9.0,4.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,2013
장운호,20.0,39.0,70.0,64.0,7.0,17.0,1.0,0.0,1.0,21.0,7.0,1.0,1.0,1.0,1.0,0.0,10.0,1.0,4.0,0.0,2014
장운호,21.0,42.0,141.0,114.0,17.0,29.0,4.0,0.0,2.0,39.0,8.0,5.0,2.0,10.0,6.0,0.0,27.0,4.0,11.0,0.0,2015
장운호,22.0,51.0,85.0,76.0,7.0,18.0,2.0,1.0,0.0,22.0,11.0,0.0,0.0,4.0,2.0,0.0,16.0,1.0,3.0,0.0,2016
장운호,25.0,7.0,12.0,10.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2019
최진행,19.0,79.0,239.0,209.0,28.0,43.0,10.0,0.0,9.0,80.0,28.0,2.0,0.0,25.0,2.0,0.0,79.0,5.0,1.0,2.0,2004
최진행,20.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2005
최진행,23.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2008
최진행,24.0,28.0,65.0,55.0,6.0,11.0,3.0,0.0,2.0,20.0,8.0,0.0,0.0,7.0,2.0,0.0,24.0,0.0,0.0,1.0,2009
최진행,25.0,129.0,524.0,464.0,66.0,121.0,22.0,0.0,32.0,239.0,92.0,5.0,4.0,47.0,9.0,1.0,131.0,15.0,2.0,2.0,2010
최진행,26.0,127.0,511.0,434.0,63.0,120.0,11.0,1.0,19.0,190.0,85.0,3.0,5.0,61.0,13.0,7.0,107.0,9.0,0.0,3.0,2011
최진행,27.0,120.0,471.0,395.0,59.0,98.0,26.0,0.0,17.0,175.0,55.0,6.0,3.0,66.0,6.0,3.0,109.0,11.0,0.0,4.0,2012
최진행,28.0,106.0,422.0,367.0,39.0,110.0,27.0,0.0,8.0,161.0,53.0,0.0,0.0,50.0,3.0,1.0,86.0,18.0,1.0,1.0,2013
최진행,29.0,99.0,328.0,299.0,32.0,78.0,16.0,0.0,12.0,130.0,45.0,1.0,2.0,23.0,3.0,0.0,79.0,8.0,0.0,3.0,2014
최진행,30.0,109.0,410.0,333.0,55.0,97.0,17.0,0.0,18.0,168.0,64.0,0.0,3.0,65.0,4.0,6.0,101.0,9.0,5.0,3.0,2015
최진행,31.0,28.0,85.0,70.0,4.0,23.0,2.0,0.0,1.0,28.0,9.0,0.0,0.0,11.0,2.0,0.0,16.0,1.0,2.0,0.0,2016
최진행,32.0,89.0,289.0,258.0,29.0,79.0,21.0,0.0,13.0,139.0,50.0,0.0,2.0,19.0,10.0,0.0,77.0,3.0,1.0,1.0,2017
최진행,33.0,57.0,154.0,136.0,14.0,29.0,3.0,0.0,7.0,53.0,13.0,0.0,1.0,15.0,3.0,0.0,53.0,5.0,0.0,0.0,2018
최진행,34.0,45.0,129.0,117.0,10.0,27.0,6.0,0.0,6.0,51.0,19.0,0.0,0.0,9.0,2.0,0.0,28.0,3.0,0.0,1.0,2019
양성우,23.0,45.0,103.0,87.0,12.0,17.0,3.0,0.0,0.0,20.0,3.0,6.0,1.0,15.0,1.0,0.0,27.0,1.0,0.0,0.0,2012
양성우,24.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2013
양성우,27.0,108.0,446.0,384.0,52.0,104.0,12.0,4.0,4.0,136.0,53.0,5.0,2.0,39.0,9.0,0.0,67.0,6.0,8.0,6.0,2016
양성우,28.0,118.0,417.0,358.0,42.0,99.0,26.0,1.0,2.0,133.0,40.0,4.0,4.0,38.0,12.0,0.0,51.0,8.0,7.0,2.0,2017
양성우,29.0,73.0,236.0,209.0,32.0,53.0,9.0,0.0,2.0,68.0,13.0,1.0,1.0,22.0,4.0,2.0,32.0,8.0,0.0,1.0,2018
양성우,30.0,56.0,129.0,119.0,11.0,20.0,3.0,0.0,1.0,26.0,6.0,1.0,0.0,9.0,0.0,0.0,28.0,2.0,1.0,0.0,2019
호잉,29.0,142.0,590.0,529.0,85.0,162.0,47.0,2.0,30.0,303.0,110.0,23.0,9.0,51.0,5.0,10.0,93.0,5.0,0.0,5.0,2018
